Year Month,VEDA Measure,VEDA Measure PY,VEDA Measure Sentiment,VEDA Measure FormatString,VEDA Measure Category,VEDA Measure Name
2021-06-30 00:00:00,0.15324259074259072,0.22321428571428573,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Response Rate %
2021-06-30 00:00:00,0.6726190476190476,0.5066666666666666,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Hire %
2021-06-30 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Qualified %
2021-06-30 00:00:00,0.2916666666666667,0.2903225806451613,HIGH IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Positive Turnover %
2021-06-30 00:00:00,0,0,HIGH IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Volume Discount %
2021-06-30 00:00:00,59.4086,145.6053,LOW IS GOOD,"#,0",Sourcing Measures,1st Qualified Candidate Response (In Hours)
2021-06-30 00:00:00,767,691,LOW IS GOOD,"#,0",Cost Containment,Active Assignments Over Rate Card Rate (During Period)
2021-06-30 00:00:00,1,1,LOW IS GOOD,"#,0",Cost Containment,Candidates Over Request Rate
2021-06-30 00:00:00,20.2533,16.3503,LOW IS GOOD,"#,0.00",Sourcing Measures,Time to Onboard
2021-06-30 00:00:00,0,0,LOW IS GOOD,"#,0.00",Spend Measures,Total Beeline Fee
2021-06-30 00:00:00,78.402,70.125,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Bill Rate
2021-06-30 00:00:00,15,15.4733,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Pay Rate
2021-06-30 00:00:00,90,85,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Bill Rate
2021-06-30 00:00:00,15,15,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Pay Rate
2021-06-30 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2021-06-30 00:00:00,32,33,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are 1099 (During Period)
2021-06-30 00:00:00,481,494,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are W2 (During Period)
2021-06-30 00:00:00,12,8,LOW IS GOOD,0,Cost Containment,Active Assignments Within 1% Below Rate Card (During Period)
2021-06-30 00:00:00,42,36,LOW IS GOOD,0,Quality Measures,Negative Turnover Count
2021-06-30 00:00:00,1,,LOW IS GOOD,0,Quality Measures,No Show Count
2021-06-30 00:00:00,2.9336,3.0255,LOW IS GOOD,0.00,Quality Measures,Avg Interview Rating
2021-06-30 00:00:00,15.8563,9.3084,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Average  (Cal Days)
2021-06-30 00:00:00,11.4132,6.6672,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Median (Cal Days)
2021-06-30 00:00:00,0.0004,0.0004,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Average (Cal Days)
2021-06-30 00:00:00,0.0004,0.0003,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Median (Cal Days)
2021-06-30 00:00:00,15.8566,9.3088,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended  Average (Cal Days)
2021-06-30 00:00:00,11.4134,6.6677,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended Median (Cal Days)
2021-06-30 00:00:00,20.0185,15.5874,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Average (Cal Days)
2021-06-30 00:00:00,16.389,13.0642,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Median (Cal Days)
2021-06-30 00:00:00,20.2533,16.3503,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Average (Cal Days)
2021-06-30 00:00:00,16.9731,13.6125,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Median (Cal Days)
2021-06-30 00:00:00,2.1267,1.3146,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Average (Cal Days)
2021-06-30 00:00:00,0.1316,0.5163,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Median (Cal Days)
2021-06-30 00:00:00,39.0673,26.8578,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Average (Cal Days)
2021-06-30 00:00:00,35.8238,24.1707,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Median (Cal Days)
2021-06-30 00:00:00,0.855,0.8472,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified  Median (Cal Days)
2021-06-30 00:00:00,1.4948,1.346,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified Average (Cal Days)
2021-06-30 00:00:00,7.3905,7.0083,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Average (Cal Days)
2021-06-30 00:00:00,6.1182,4.5419,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Median (Cal Days)
2021-06-30 00:00:00,1.4945,1.3457,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Average (Cal Days)
2021-06-30 00:00:00,0.8546,0.8472,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Median (Cal Days)
2021-06-30 00:00:00,12.9349,7.5006,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended  Median (Cal Days)
2021-06-30 00:00:00,16.9221,9.9558,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended Average (Cal Days)
2021-06-30 00:00:00,39.3021,27.6207,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Average  (Cal Days)
2021-06-30 00:00:00,36.4072,25.5425,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Median (Cal Days)
2021-06-30 00:00:00,0.3318,0.3037,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % Delta (During Period)
2021-06-30 00:00:00,0.41481882098431583,0.3935079726651481,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % of Total (During Period)
2021-06-30 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2021-06-30 00:00:00,0.017306652244456464,0.01879271070615034,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are 1099 % of Total (During Period)
2021-06-30 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2021-06-30 00:00:00,0.2601406165494862,0.28132118451025057,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are W2 % of Total (During Period)
2021-06-30 00:00:00,0.006489994591671174,0.004555808656036446,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Within 1% Below Rate Card % of Total (During Period)
2021-06-30 00:00:00,0.4,0.4891,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup %
2021-06-30 00:00:00,0.4,0.4891,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup % (W2)
2021-06-30 00:00:00,0.0303,0.0909,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % Delta
2021-06-30 00:00:00,0.04,0.05,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % of Total
2021-06-30 00:00:00,0.2916666666666667,0.2903225806451613,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Negative Turnover %
2021-06-30 00:00:00,0.006944444444444444,,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,No Show %
2021-06-30 00:00:00,0,0,LOW IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Beeline Fee %
2021-06-30 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2021-06-30 00:00:00,144,124,LOW/HIGH IS NEUTRAL,0,Sourcing Measures,Assignment Ends
2021-06-30 00:00:00,60,39,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs Submitting Requests
2021-06-30 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2021-06-30 00:00:00,490,481,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments (During Period)
2021-06-30 00:00:00,94,71,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Assignment Starts
2021-06-30 00:00:00,379,378,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Spend
2021-06-30 00:00:00,46,45,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Receiving Requests
2021-06-30 00:00:00,12,7,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Submitting Candidates
2021-06-30 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2021-06-30 00:00:00,128,128,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments (During Period)
2021-06-30 00:00:00,50,37,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Assignments Starts
2021-06-30 00:00:00,77,81,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Spend
2021-07-31 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2021-07-31 00:00:00,136,125,HIGH IS GOOD,"#,0",Sourcing Measures,Openings
2021-07-31 00:00:00,97,83,HIGH IS GOOD,"#,0",Sourcing Measures,Requests
2021-07-31 00:00:00,97,83,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Received
2021-07-31 00:00:00,4,8,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Responded w/Candidates
2021-07-31 00:00:00,25235925,16991214,HIGH IS GOOD,"#,0.00",Spend Measures,Total Spend-Thru
2021-07-31 00:00:00,0,0,HIGH IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Spend Measures,Total Volume Discount
2021-07-31 00:00:00,1897,1849,HIGH IS GOOD,0,Demographic & Compliance Measures,Active Assignments (During Period)
2021-07-31 00:00:00,192,217,HIGH IS GOOD,0,Sourcing Measures,Assignment Starts
2021-07-31 00:00:00,1,7,HIGH IS GOOD,0,Sourcing Measures,Candidates Hired
2021-07-31 00:00:00,7,25,HIGH IS GOOD,0,Quality Measures,Candidates Qualified
2021-07-31 00:00:00,7,25,HIGH IS GOOD,0,Sourcing Measures,Candidates Submitted
2021-07-31 00:00:00,136,125,HIGH IS GOOD,0,Sourcing Measures,Openings Received
2021-07-31 00:00:00,32,34,HIGH IS GOOD,0,Quality Measures,Positive Turnover Count
2021-07-31 00:00:00,317,312,HIGH IS GOOD,0,Sourcing Measures,Releases
2021-07-31 00:00:00,0.5,0.4861111111111111,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Fill Efficiency Rate %
2021-07-31 00:00:00,0.14285714285714285,0.28,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Qualified to Hire %
2021-07-31 00:00:00,0.14766233766233766,0.15324259074259075,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Response Rate %
2021-07-31 00:00:00,0.5,0.6726190476190476,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Hire %
2021-07-31 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Qualified %
2021-07-31 00:00:00,0.2894736842105263,0.2916666666666667,HIGH IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Positive Turnover %
2021-07-31 00:00:00,0,0,HIGH IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Volume Discount %
2021-07-31 00:00:00,222.2863,59.4086,LOW IS GOOD,"#,0",Sourcing Measures,1st Qualified Candidate Response (In Hours)
2021-07-31 00:00:00,802,767,LOW IS GOOD,"#,0",Cost Containment,Active Assignments Over Rate Card Rate (During Period)
2021-07-31 00:00:00,,1,LOW IS GOOD,"#,0",Cost Containment,Candidates Over Request Rate
2021-07-31 00:00:00,1,,LOW IS GOOD,"#,0",Sourcing Measures,Candidates Submitted Pre-Id
2021-07-31 00:00:00,16.8791,20.2533,LOW IS GOOD,"#,0.00",Sourcing Measures,Time to Onboard
2021-07-31 00:00:00,0,0,LOW IS GOOD,"#,0.00",Spend Measures,Total Beeline Fee
2021-07-31 00:00:00,108.6,78.402,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Bill Rate
2021-07-31 00:00:00,49,15,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Pay Rate
2021-07-31 00:00:00,135,90,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Bill Rate
2021-07-31 00:00:00,49,15,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Pay Rate
2021-07-31 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2021-07-31 00:00:00,31,32,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are 1099 (During Period)
2021-07-31 00:00:00,484,481,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are W2 (During Period)
2021-07-31 00:00:00,13,12,LOW IS GOOD,0,Cost Containment,Active Assignments Within 1% Below Rate Card (During Period)
2021-07-31 00:00:00,1,,LOW IS GOOD,0,Sourcing Measures,Candidates Hired Pre-Id
2021-07-31 00:00:00,44,42,LOW IS GOOD,0,Quality Measures,Negative Turnover Count
2021-07-31 00:00:00,1,1,LOW IS GOOD,0,Quality Measures,No Show Count
2021-07-31 00:00:00,4.1443,2.9336,LOW IS GOOD,0.00,Quality Measures,Avg Interview Rating
2021-07-31 00:00:00,8.041,15.8563,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Average  (Cal Days)
2021-07-31 00:00:00,8.041,11.4132,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Median (Cal Days)
2021-07-31 00:00:00,0.0006,0.0004,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Average (Cal Days)
2021-07-31 00:00:00,0.0005,0.0004,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Median (Cal Days)
2021-07-31 00:00:00,8.0416,15.8566,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended  Average (Cal Days)
2021-07-31 00:00:00,8.0416,11.4134,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended Median (Cal Days)
2021-07-31 00:00:00,17.0377,20.0185,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Average (Cal Days)
2021-07-31 00:00:00,17.0377,16.389,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Median (Cal Days)
2021-07-31 00:00:00,16.8791,20.2533,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Average (Cal Days)
2021-07-31 00:00:00,16.8791,16.9731,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Median (Cal Days)
2021-07-31 00:00:00,0.0227,2.1267,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Average (Cal Days)
2021-07-31 00:00:00,0.0227,0.1316,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Median (Cal Days)
2021-07-31 00:00:00,24.1174,39.0673,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Average (Cal Days)
2021-07-31 00:00:00,24.1174,35.8238,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Median (Cal Days)
2021-07-31 00:00:00,1.6039,0.855,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified  Median (Cal Days)
2021-07-31 00:00:00,1.7986,1.4948,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified Average (Cal Days)
2021-07-31 00:00:00,3.9893,7.3905,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Average (Cal Days)
2021-07-31 00:00:00,3.4466,6.1182,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Median (Cal Days)
2021-07-31 00:00:00,1.7981,1.4945,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Average (Cal Days)
2021-07-31 00:00:00,1.6033,0.8546,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Median (Cal Days)
2021-07-31 00:00:00,4.2165,12.9349,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended  Median (Cal Days)
2021-07-31 00:00:00,6.1102,16.9221,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended Average (Cal Days)
2021-07-31 00:00:00,23.9589,39.3021,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Average  (Cal Days)
2021-07-31 00:00:00,23.9589,36.4072,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Median (Cal Days)
2021-07-31 00:00:00,0.3226,0.3318,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % Delta (During Period)
2021-07-31 00:00:00,0.422772799156563,0.41481882098431583,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % of Total (During Period)
2021-07-31 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2021-07-31 00:00:00,0.016341591987348445,0.017306652244456464,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are 1099 % of Total (During Period)
2021-07-31 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2021-07-31 00:00:00,0.2551396942540854,0.2601406165494862,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are W2 % of Total (During Period)
2021-07-31 00:00:00,0.006852925672113864,0.006489994591671174,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Within 1% Below Rate Card % of Total (During Period)
2021-07-31 00:00:00,1,,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Hired Pre-Id %
2021-07-31 00:00:00,0.4,0.4,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup %
2021-07-31 00:00:00,0.4,0.4,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup % (W2)
2021-07-31 00:00:00,,0.0303,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % Delta
2021-07-31 00:00:00,,0.04,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % of Total
2021-07-31 00:00:00,0.14285714285714285,,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Submitted Pre-Id %
2021-07-31 00:00:00,0.2894736842105263,0.2916666666666667,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Negative Turnover %
2021-07-31 00:00:00,0.006578947368421052,0.006944444444444444,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,No Show %
2021-07-31 00:00:00,0,0,LOW IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Beeline Fee %
2021-07-31 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2021-07-31 00:00:00,152,144,LOW/HIGH IS NEUTRAL,0,Sourcing Measures,Assignment Ends
2021-07-31 00:00:00,51,60,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs Submitting Requests
2021-07-31 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2021-07-31 00:00:00,504,490,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments (During Period)
2021-07-31 00:00:00,98,94,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Assignment Starts
2021-07-31 00:00:00,395,379,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Spend
2021-07-31 00:00:00,48,46,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Receiving Requests
2021-07-31 00:00:00,5,12,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Submitting Candidates
2021-07-31 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2021-07-31 00:00:00,131,128,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments (During Period)
2021-07-31 00:00:00,42,50,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Assignments Starts
2021-07-31 00:00:00,78,77,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Spend
2021-08-31 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2021-08-31 00:00:00,175,136,HIGH IS GOOD,"#,0",Sourcing Measures,Openings
2021-08-31 00:00:00,105,97,HIGH IS GOOD,"#,0",Sourcing Measures,Requests
2021-08-31 00:00:00,105,97,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Received
2021-08-31 00:00:00,3,4,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Responded w/Candidates
2021-08-31 00:00:00,17190290,25235925,HIGH IS GOOD,"#,0.00",Spend Measures,Total Spend-Thru
2021-08-31 00:00:00,0,0,HIGH IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Spend Measures,Total Volume Discount
2021-08-31 00:00:00,2036,1897,HIGH IS GOOD,0,Demographic & Compliance Measures,Active Assignments (During Period)
2021-08-31 00:00:00,291,192,HIGH IS GOOD,0,Sourcing Measures,Assignment Starts
2021-08-31 00:00:00,2,1,HIGH IS GOOD,0,Sourcing Measures,Candidates Hired
2021-08-31 00:00:00,7,7,HIGH IS GOOD,0,Quality Measures,Candidates Qualified
2021-08-31 00:00:00,7,7,HIGH IS GOOD,0,Sourcing Measures,Candidates Submitted
2021-08-31 00:00:00,175,136,HIGH IS GOOD,0,Sourcing Measures,Openings Received
2021-08-31 00:00:00,13,32,HIGH IS GOOD,0,Quality Measures,Positive Turnover Count
2021-08-31 00:00:00,335,317,HIGH IS GOOD,0,Sourcing Measures,Releases
2021-08-31 00:00:00,0.6666666666666666,0.5,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Fill Efficiency Rate %
2021-08-31 00:00:00,0.2857142857142857,0.14285714285714285,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Qualified to Hire %
2021-08-31 00:00:00,0.07331832254432874,0.14766233766233766,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Response Rate %
2021-08-31 00:00:00,0.5,0.5,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Hire %
2021-08-31 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Qualified %
2021-08-31 00:00:00,0.27450980392156865,0.2894736842105263,HIGH IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Positive Turnover %
2021-08-31 00:00:00,0,0,HIGH IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Volume Discount %
2021-08-31 00:00:00,147.7975,222.2863,LOW IS GOOD,"#,0",Sourcing Measures,1st Qualified Candidate Response (In Hours)
2021-08-31 00:00:00,883,802,LOW IS GOOD,"#,0",Cost Containment,Active Assignments Over Rate Card Rate (During Period)
2021-08-31 00:00:00,1,,LOW IS GOOD,"#,0",Cost Containment,Candidates Over Request Rate
2021-08-31 00:00:00,2,1,LOW IS GOOD,"#,0",Sourcing Measures,Candidates Submitted Pre-Id
2021-08-31 00:00:00,12.7556,16.8791,LOW IS GOOD,"#,0.00",Sourcing Measures,Time to Onboard
2021-08-31 00:00:00,0,0,LOW IS GOOD,"#,0.00",Spend Measures,Total Beeline Fee
2021-08-31 00:00:00,103.8143,108.6,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Bill Rate
2021-08-31 00:00:00,,49,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Pay Rate
2021-08-31 00:00:00,96.7,135,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Bill Rate
2021-08-31 00:00:00,,49,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Pay Rate
2021-08-31 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2021-08-31 00:00:00,31,31,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are 1099 (During Period)
2021-08-31 00:00:00,516,484,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are W2 (During Period)
2021-08-31 00:00:00,16,13,LOW IS GOOD,0,Cost Containment,Active Assignments Within 1% Below Rate Card (During Period)
2021-08-31 00:00:00,1,1,LOW IS GOOD,0,Sourcing Measures,Candidates Hired Pre-Id
2021-08-31 00:00:00,42,44,LOW IS GOOD,0,Quality Measures,Negative Turnover Count
2021-08-31 00:00:00,2,1,LOW IS GOOD,0,Quality Measures,No Show Count
2021-08-31 00:00:00,3.6186,4.1443,LOW IS GOOD,0.00,Quality Measures,Avg Interview Rating
2021-08-31 00:00:00,9.6339,8.041,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Average  (Cal Days)
2021-08-31 00:00:00,3.507,8.041,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Median (Cal Days)
2021-08-31 00:00:00,0.0005,0.0006,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Average (Cal Days)
2021-08-31 00:00:00,0.0005,0.0005,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Median (Cal Days)
2021-08-31 00:00:00,9.6344,8.0416,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended  Average (Cal Days)
2021-08-31 00:00:00,3.5077,8.0416,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended Median (Cal Days)
2021-08-31 00:00:00,12.6463,17.0377,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Average (Cal Days)
